################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.8775314691260905E-01 a      1067     0    54     1     7
 -1.7420092777818437E+00 a      1068     0    54     1     8
 -2.7998911377368465E+00 a      1069     0    54     1     9
 -3.3701906936964787E-01 a      1070     0    54     1    10
 -4.4541689713055288E-01 a      1071     0    54     1    11
 -5.9164749098209068E-02 a      1072     0    54     1    12
 -2.7005940432920421E+00 a      1073     0    54     1    13
 -1.6936732972832329E+00 a      1074     0    54     1    14
 -2.6183976450292619E+00 a      1075     0    54     1    15
 -2.0125514751789795E+00 a      1076     0    54     1    16
 -6.9510369091581914E-01 a      1077     0    54     1    17
  2.3963497136129965E+00 a      1078     0    54     1    18
 -2.9237202716570109E-02 a      1079     0    54     1    19
 -3.1265136935609228E-01 a      1080     0    54     1    20
 -2.8864983063934846E-01 a      1081     0    55     1     1
  1.3314076698086999E-01 a      1082     0    55     1     2
  9.9228739642892486E-02 a      1083     0    55     1     3
 -1.1187303081082223E-02 a      1084     0    55     1     4
  4.5696157154014139E-01 a      1085     0    55     1     5
 -5.4526814135219648E-01 a      1086     0    55     1     6
 -5.3294575834420133E-01 a      1087     0    55     1     7
  1.6515870554938980E-01 a      1088     0    55     1     8
 -2.6738293072858438E-01 a      1089     0    55     1     9
  1.2887007043422108E-01 a      1090     0    55     1    10
  3.1108934338097072E-01 a      1091     0    55     1    11
  4.0988938392577051E-01 a      1092     0    55     1    12
  3.8895121074273536E-01 a      1093     0    55     1    13
 -2.5470471385104254E-01 a      1094     0    55     1    14
 -7.7310771036688997E-01 a      1095     0    55     1    15
 -5.0143327143494336E-03 a      1096     0    55     1    16
 -8.3737368268876300E-01 a      1097     0    55     1    17
 -8.2317524168317044E-02 a      1098     0    55     1    18
  9.0902697978716515E-02 a      1099     0    55     1    19
 -5.3405445438912647E-01 a      1100     0    55     1    20
  3.3936144069123180E+00 a      1101     0    56     1     1
 -1.1004126071824163E+00 a      1102     0    56     1     2
  6.8713630846603904E+00 a      1103     0    56     1     3
 -5.4242221129684545E+00 a      1104     0    56     1     4
  2.9612496970333861E+00 a      1105     0    56     1     5
  3.0984986087966844E+00 a      1106     0    56     1     6
  4.4495749060485652E+00 a      1107     0    56     1     7
  1.1762452411972721E+01 a      1108     0    56     1     8
 -2.3248489611237604E+00 a      1109     0    56     1     9
 -9.5428534497411324E+00 a      1110     0    56     1    10
 -1.0445541951577841E+00 a      1111     0    56     1    11
 -2.9442474634046736E+00 a      1112     0    56     1    12
 -6.7553643571087845E+00 a      1113     0    56     1    13
  8.1207900072512451E-01 a      1114     0    56     1    14
 -3.5312362099007895E+00 a      1115     0    56     1    15
  8.9878226270662296E+00 a      1116     0    56     1    16
 -7.7190799079064751E+00 a      1117     0    56     1    17
  2.4152182893209320E+00 a      1118     0    56     1    18
 -2.0673299407053642E+00 a      1119     0    56     1    19
 -8.1654585872017353E+00 a      1120     0    56     1    20
 -4.5060613638646933E-02 a      1121     0    57     1     1
  4.8849846014555540E-02 a      1122     0    57     1     2
  1.0926745237935305E-01 a      1123     0    57     1     3
 -5.1438661435832189E-01 a      1124     0    57     1     4
  1.8450725344254154E-01 a      1125     0    57     1     5
 -1.5634939884258170E-01 a      1126     0    57     1     6
  2.4197251374657636E-01 a      1127     0    57     1     7
 -5.5072820259471758E-02 a      1128     0    57     1     8
 -2.8692361430954416E-01 a      1129     0    57     1     9
  4.7457600310635020E-02 a      1130     0    57     1    10
 -1.0822556395791595E-01 a      1131     0    57     1    11
 -1.1771541294964716E-01 a      1132     0    57     1    12
  6.3055931900179260E-02 a      1133     0    57     1    13
  5.9865634105418647E-02 a      1134     0    57     1    14
  5.1476093864408108E-02 a      1135     0    57     1    15
 -8.2963076469030228E-02 a      1136     0    57     1    16
 -2.1231974464558784E-01 a      1137     0    57     1    17
  1.7611528036795006E-02 a      1138     0    57     1    18
  1.2844014248813163E-01 a      1139     0    57     1    19
  2.9478744226532622E-01 a      1140     0    57     1    20
  1.2203768870741552E-01 a      1141     0    58     1     1
 -2.2833962287919049E-02 a      1142     0    58     1     2
 -7.5443558029532676E-02 a      1143     0    58     1     3
 -1.5787448848191421E-01 a      1144     0    58     1     4
 -1.5016833341232758E-01 a      1145     0    58     1     5
  1.7504001020213411E-01 a      1146     0    58     1     6
 -9.2873340761254322E-02 a      1147     0    58     1     7
  4.4847752672935094E-02 a      1148     0    58     1     8
  9.9262469454476851E-02 a      1149     0    58     1     9
 -8.3108755709718415E-02 a      1150     0    58     1    10
 -1.0764069065807846E-02 a      1151     0    58     1    11
 -3.5613169124250742E-02 a      1152     0    58     1    12
  1.6183992092499916E-01 a      1153     0    58     1    13
  5.4159574349418989E-02 a      1154     0    58     1    14
  3.3804368770088067E-01 a      1155     0    58     1    15
  1.6590660066965666E-02 a      1156     0    58     1    16
  1.7761817885133441E-01 a      1157     0    58     1    17
 -3.3760404004654970E-01 a      1158     0    58     1    18
  4.6647207918333461E-03 a      1159     0    58     1    19
  1.1225729556004059E-01 a      1160     0    58     1    20
 -4.1900706131147747E-01 a      1161     0    59     1     1
  3.7442665818196319E-01 a      1162     0    59     1     2
 -3.7590244690617238E+00 a      1163     0    59     1     3
 -1.6775798941189765E-01 a      1164     0    59     1     4
 -1.2652578053205823E+00 a      1165     0    59     1     5
 -8.5902067546828285E+00 a      1166     0    59     1     6
  6.9414857958052945E-01 a      1167     0    59     1     7
  6.4900099216558083E-01 a      1168     0    59     1     8
  2.1002004039075337E+00 a      1169     0    59     1     9
  8.9283422204962004E-01 a      1170     0    59     1    10
  3.2815106880560158E-01 a      1171     0    59     1    11
  4.0261868653012028E-01 a      1172     0    59     1    12
  1.9307803097096456E+00 a      1173     0    59     1    13
  2.5028598600419005E-01 a      1174     0    59     1    14
  1.1358951336819556E+00 a      1175     0    59     1    15
 -1.5210089137722366E-01 a      1176     0    59     1    16
  1.4292055365420802E+00 a      1177     0    59     1    17
 -9.4331192607561987E-01 a      1178     0    59     1    18
  9.6202215071947886E-02 a      1179     0    59     1    19
 -1.6812349285816204E+00 a      1180     0    59     1    20
 -5.4218236035713097E-01 a      1181     0    60     1     1
  4.0659543889918826E-01 a      1182     0    60     1     2
  3.5771768361635531E-01 a      1183     0    60     1     3
  1.6581245722207409E+00 a      1184     0    60     1     4
  1.5555258513684784E+00 a      1185     0    60     1     5
 -2.4067758963366215E+00 a      1186     0    60     1     6
  2.7872247732845973E-01 a      1187     0    60     1     7
  2.2301223833687249E+00 a      1188     0    60     1     8
  2.3370669217675775E+00 a      1189     0    60     1     9
  1.5775413540766363E+00 a      1190     0    60     1    10
  4.3710546178584092E-01 a      1191     0    60     1    11
  8.2394745754171961E-01 a      1192     0    60     1    12
 -4.0227392444451060E-02 a      1193     0    60     1    13
  2.0396091685515350E+00 a      1194     0    60     1    14
  6.4457979875192906E-01 a      1195     0    60     1    15
 -1.5936050098578303E+00 a      1196     0    60     1    16
 -8.2425376177116982E-01 a      1197     0    60     1    17
 -1.1757653310603335E+00 a      1198     0    60     1    18
  9.7434196180095611E-01 a      1199     0    60     1    19
  1.1849807530848522E+00 a      1200     0    60     1    20
  2.1330826335979047E-01 a      1201     0    61     1     1
 -5.3005805661364098E-02 a      1202     0    61     1     2
 -3.4789861698751923E-02 a      1203     0    61     1     3
 -6.7339732037598621E-01 a      1204     0    61     1     4
 -2.7479607055091354E-01 a      1205     0    61     1     5
 -6.5652115487987639E-01 a      1206     0    61     1     6
  3.3629023662223878E-01 a      1207     0    61     1     7
  8.3681512839176286E-01 a      1208     0    61     1     8
  9.4468089392148691E-01 a      1209     0    61     1     9
  1.3345075860429334E-01 a      1210     0    61     1    10
  3.4811167631564832E-02 a      1211     0    61     1    11
 -3.5571100978353504E-02 a      1212     0    61     1    12
  1.0268725131219965E+00 a      1213     0    61     1    13
  1.1239762502430677E-01 a      1214     0    61     1    14
  3.1686845073833531E-01 a      1215     0    61     1    15
  1.5542757221502074E-01 a      1216     0    61     1    16
 -6.1508981891109393E-01 a      1217     0    61     1    17
  2.9305340173324235E-01 a      1218     0    61     1    18
 -5.3796142163019124E-02 a      1219     0    61     1    19
  1.2680318642105129E-01 a      1220     0    61     1    20
  2.3851824754866600E-02 b      1221     1     1
 -1.3780846503567588E+00 b      1222     1     2
 -1.3851624182590891E+00 b      1223     1     3
 -1.5554390367385205E+00 b      1224     1     4
 -1.7337266295135993E+00 b      1225     1     5
 -5.3369848461971592E-01 b      1226     1     6
  9.5082858327289155E-01 b      1227     1     7
  2.6104908436804251E+00 b      1228     1     8
  1.3297519175166990E+00 b      1229     1     9
  6.3116848964678451E-02 b      1230     1    10
 -1.9941855874232923E+00 b      1231     1    11
  1.2049963764861292E-01 b      1232     1    12
  4.0800860289864588E-01 b      1233     1    13
 -1.2554797884826518E+00 b      1234     1    14
 -1.0942645764190375E+00 b      1235     1    15
  7.0308482162537611E-01 b      1236     1    16
 -9.8573978844672461E-01 b      1237     1    17
  1.3426455166178199E+00 b      1238     1    18
  1.6455063216373111E+00 b      1239     1    19
 -1.3588178245912570E+00 b      1240     1    20
  5.4218627023692023E-01 a      1241     1     1     2     1
 -4.1450995307957905E-01 a      1242     1     1     2     2
 -5.6858356647866748E-01 a      1243     1     1     2     3
 -2.9984439681526703E-01 a      1244     1     1     2     4
  3.6384812729162669E-01 a      1245     1     1     2     5
  2.3077325696328937E-01 a      1246     1     1     2     6
 -5.4246560986732717E-01 a      1247     1     1     2     7
  2.1963615622161645E-01 a      1248     1     1     2     8
 -3.5709348637511601E-01 a      1249     1     1     2     9
 -8.8426096419945432E-01 a      1250     1     1     2    10
  1.6412235342368779E+00 a      1251     1     2     2     1
  1.0822282019112903E+00 a      1252     1     2     2     2
 -5.4406438145598790E-01 a      1253     1     2     2     3
  2.2924162370189569E-01 a      1254     1     2     2     4
 -5.9621445222505731E-01 a      1255     1     2     2     5
  3.2610051098865087E+00 a      1256     1     2     2     6
  2.1178262707938228E-01 a      1257     1     2     2     7
 -1.7765421278919959E+00 a      1258     1     2     2     8
 -6.6774086333134330E-01 a      1259     1     2     2     9
  1.1156515040681731E+00 a      1260     1     2     2    10
  1.0446136405944286E+00 a      1261     1     3     2     1
  7.5653124353978599E-02 a      1262     1     3     2     2
 -4.1779949155095586E-01 a      1263     1     3     2     3
 -7.5455557492609474E-02 a      1264     1     3     2     4
  1.3140386880175820E-02 a      1265     1     3     2     5
 -3.4974312110830157E+00 a      1266     1     3     2     6
 -3.2101908871795287E-01 a      1267     1     3     2     7
  5.4233716196038069E-02 a      1268     1     3     2     8
  3.8874540012181949E-02 a      1269     1     3     2     9
 -2.8745573160752955E+00 a      1270     1     3     2    10
 -2.0481706558323437E-01 a      1271     1     4     2     1
  1.1847593710936508E-01 a      1272     1     4     2     2
  9.5659024055813072E-02 a      1273     1     4     2     3
  4.5442260911424219E-02 a      1274     1     4     2     4
 -1.8866123764926637E-01 a      1275     1     4     2     5
 -1.4671037980418975E+00 a      1276     1     4     2     6
  8.9237386668798560E-02 a      1277     1     4     2     7
 -2.6188470788534389E-02 a      1278     1     4     2     8
 -6.5623139171030465E-02 a      1279     1     4     2     9
 -1.3092080260914210E-01 a      1280     1     4     2    10
  5.0613886381117834E-01 a      1281     1     5     2     1
 -2.4257274548523795E-02 a      1282     1     5     2     2
  5.8319507037937826E-02 a      1283     1     5     2     3
 -8.9915180935438946E-02 a      1284     1     5     2     4
 -3.4747724344708165E-02 a      1285     1     5     2     5
 -3.0938318123966453E+00 a      1286     1     5     2     6
 -1.5038979411029219E-01 a      1287     1     5     2     7
  2.3360359960287399E-02 a      1288     1     5     2     8
 -6.6095452001312546E-02 a      1289     1     5     2     9
  2.7741182951073168E-01 a      1290     1     5     2    10
  4.3599512290486925E-01 a      1291     1     6     2     1
  4.2167425684494615E-02 a      1292     1     6     2     2
 -8.3829839254116234E-01 a      1293     1     6     2     3
 -4.5493164286712205E-02 a      1294     1     6     2     4
 -2.3130448183018293E-01 a      1295     1     6     2     5
 -2.4254140746813482E+00 a      1296     1     6     2     6
  8.7644967995496495E-02 a      1297     1     6     2     7
 -1.4774639567860716E-02 a      1298     1     6     2     8
  7.8614461879178057E-03 a      1299     1     6     2     9
  1.1293391606593944E-01 a      1300     1     6     2    10
 -4.5652088886081427E-01 a      1301     1     7     2     1
  6.3302144129822775E-03 a      1302     1     7     2     2
  3.7229017591188979E-01 a      1303     1     7     2     3
  5.4085426245352106E-02 a      1304     1     7     2     4
 -3.5110888962784376E-01 a      1305     1     7     2     5
 -1.4585445726618009E+00 a      1306     1     7     2     6
 -2.0687455360288232E-01 a      1307     1     7     2     7
 -2.8659912553059386E-02 a      1308     1     7     2     8
 -1.2345780468332215E-01 a      1309     1     7     2     9
 -3.0827444932396630E-01 a      1310     1     7     2    10
 -5.1392987106500576E-01 a      1311     1     8     2     1
  6.8200177179393945E-02 a      1312     1     8     2     2
 -4.3711197125095247E-01 a      1313     1     8     2     3
 -3.2938607151712138E-02 a      1314     1     8     2     4
 -1.1732246229542741E-01 a      1315     1     8     2     5
  3.2834412961850035E+00 a      1316     1     8     2     6
  2.8839980986308000E-01 a      1317     1     8     2     7
 -3.4385638156412685E-02 a      1318     1     8     2     8
  1.3452125989043892E-01 a      1319     1     8     2     9
 -6.3509598260602027E-02 a      1320     1     8     2    10
  3.4971123917995761E-01 a      1321     1     9     2     1
 -1.0672142370111289E-01 a      1322     1     9     2     2
 -2.2156469601459028E-01 a      1323     1     9     2     3
  1.1820018823366087E-02 a      1324     1     9     2     4
  4.6152286457795941E-02 a      1325     1     9     2     5
 -2.1573912930086308E+00 a      1326     1     9     2     6
 -1.4759521800790337E-01 a      1327     1     9     2     7
 -2.1375499524409975E-03 a      1328     1     9     2     8
 -4.5819495267360268E-02 a      1329     1     9     2     9
 -5.5596487654717124E-03 a      1330     1     9     2    10
 -2.8051044928087632E-02 a      1331     1    10     2     1
  3.1986499472210767E-01 a      1332     1    10     2     2
  7.4140991376019105E-01 a      1333     1    10     2     3
 -4.7538720394301393E-01 a      1334     1    10     2     4
  2.6541694894958640E-01 a      1335     1    10     2     5
 -2.5612671771310525E-01 a      1336     1    10     2     6
  5.3426949129220414E-01 a      1337     1    10     2     7
 -2.5975655739633408E-01 a      1338     1    10     2     8
  3.6421846031347620E-02 a      1339     1    10     2     9
  5.4340979368929176E-01 a      1340     1    10     2    10
 -1.1060496305769205E+00 a      1341     1    11     2     1
  1.1271364707942575E+00 a      1342     1    11     2     2
  1.5749339551305910E+00 a      1343     1    11     2     3
  1.3317010450906708E-01 a      1344     1    11     2     4
 -1.5000816150328022E-01 a      1345     1    11     2     5
  2.0322974748439071E-01 a      1346     1    11     2     6
 -3.0060149267124809E+00 a      1347     1    11     2     7
 -1.5214207624664411E+00 a      1348     1    11     2     8
 -1.3718514652969402E+00 a      1349     1    11     2     9
  4.7950872665170302E-01 a      1350     1    11     2    10
  1.8971186331812992E-01 a      1351     1    12     2     1
  1.2668818805285048E-01 a      1352     1    12     2     2
 -3.3691014182750872E-01 a      1353     1    12     2     3
 -9.3036666533987500E-01 a      1354     1    12     2     4
  1.9056169805833748E-01 a      1355     1    12     2     5
  4.7296257053531626E-01 a      1356     1    12     2     6
 -2.4692823226322791E-01 a      1357     1    12     2     7
 -3.1743802191765835E-01 a      1358     1    12     2     8
 -9.7322486854689305E-02 a      1359     1    12     2     9
  1.7401173365142278E-01 a      1360     1    12     2    10
 -2.4261659647484468E-01 a      1361     1    13     2     1
 -9.4192461013462542E-02 a      1362     1    13     2     2
  3.0316582898893446E-01 a      1363     1    13     2     3
  4.9969121769121730E-02 a      1364     1    13     2     4
  1.0620997381243709E-01 a      1365     1    13     2     5
  2.0967786383669846E+00 a      1366     1    13     2     6
 -1.8220395804655853E-02 a      1367     1    13     2     7
  1.6539737122759765E-03 a      1368     1    13     2     8
 -1.8112749732784250E-01 a      1369     1    13     2     9
 -9.0623881559907041E-02 a      1370     1    13     2    10
 -8.8945043163928317E-01 a      1371     1    14     2     1
  2.0571476288071505E-01 a      1372     1    14     2     2
 -7.3983590237496386E-02 a      1373     1    14     2     3
 -1.3993384679111848E-02 a      1374     1    14     2     4
  2.7254686351487589E-01 a      1375     1    14     2     5
 -3.5961492681687568E-01 a      1376     1    14     2     6
 -5.1088586845315864E-02 a      1377     1    14     2     7
 -1.9507894552530741E-01 a      1378     1    14     2     8
  1.0669460530970416E-01 a      1379     1    14     2     9
  1.3332682639510626E-01 a      1380     1    14     2    10
 -9.9332929774332557E-02 a      1381     1    15     2     1
 -7.4672341188297991E-02 a      1382     1    15     2     2
  2.3795002828450915E-02 a      1383     1    15     2     3
  4.0924159067397346E-02 a      1384     1    15     2     4
 -1.6237169153983047E-01 a      1385     1    15     2     5
 -1.7056068106370799E+00 a      1386     1    15     2     6
 -3.1965427985667901E-03 a      1387     1    15     2     7
 -3.7281741563541970E-02 a      1388     1    15     2     8
 -2.4366075908562956E-01 a      1389     1    15     2     9
  3.2090335511176189E-02 a      1390     1    15     2    10
 -6.4443036626063344E-01 a      1391     1    16     2     1
 -3.5102006075072112E-01 a      1392     1    16     2     2
 -5.7467136137759486E-02 a      1393     1    16     2     3
  7.4183154515400848E-03 a      1394     1    16     2     4
 -3.0855641996213334E-01 a      1395     1    16     2     5
 -6.1707966606381193E-01 a      1396     1    16     2     6
 -3.5005655664213181E-02 a      1397     1    16     2     7
  3.1757836483143181E-01 a      1398     1    16     2     8
 -1.9408993180352554E-01 a      1399     1    16     2     9
 -3.0014814507207796E-03 a      1400     1    16     2    10
 -1.4983665524425999E-01 a      1401     1    17     2     1
 -5.2878558020659182E-02 a      1402     1    17     2     2
  2.4562289690335334E-01 a      1403     1    17     2     3
 -2.1689209002858936E-02 a      1404     1    17     2     4
  9.2451487002879501E-02 a      1405     1    17     2     5
  2.7924262401387256E+00 a      1406     1    17     2     6
 -1.5549106012818031E-01 a      1407     1    17     2     7
  3.1140223150410967E-02 a      1408     1    17     2     8
  2.6678963083282128E-02 a      1409     1    17     2     9
  2.9592633729408714E-02 a      1410     1    17     2    10
  2.1469504939083547E-01 a      1411     1    18     2     1
  6.0168488776017937E-02 a      1412     1    18     2     2
 -3.0401495162373693E-01 a      1413     1    18     2     3
  4.2893684222472223E-02 a      1414     1    18     2     4
 -2.3054566305645799E-02 a      1415     1    18     2     5
  2.5338362123806566E+00 a      1416     1    18     2     6
 -1.3944971677871712E-01 a      1417     1    18     2     7
 -1.8393829459412425E-03 a      1418     1    18     2     8
  1.6693300442767145E-01 a      1419     1    18     2     9
  3.9483044245251266E-02 a      1420     1    18     2    10
  1.5150341654765465E-01 a      1421     1    19     2     1
  6.0034622814320049E-01 a      1422     1    19     2     2
 -5.7382926424505631E-01 a      1423     1    19     2     3
 -3.4300898166255267E-01 a      1424     1    19     2     4
 -6.2050271884270591E-01 a      1425     1    19     2     5
 -8.0824279291464018E-01 a      1426     1    19     2     6
  2.5319090134472350E-01 a      1427     1    19     2     7
 -2.4932006897097519E-01 a      1428     1    19     2     8
 -1.5342444839789913E+00 a      1429     1    19     2     9
 -8.7245540474558148E-01 a      1430     1    19     2    10
  3.9237234232445829E-02 a      1431     1    20     2     1
 -2.1293965638016366E-01 a      1432     1    20     2     2
 -2.3105467609486680E-01 a      1433     1    20     2     3
  2.2312284539414945E-01 a      1434     1    20     2     4
 -7.4585990155084297E-02 a      1435     1    20     2     5
  2.3835534957691222E+00 a      1436     1    20     2     6
  5.1817857729578649E-02 a      1437     1    20     2     7
  9.0385512266518531E-02 a      1438     1    20     2     8
 -3.0479113553403325E-01 a      1439     1    20     2     9
 -2.8038055405804993E-02 a      1440     1    20     2    10
  1.3569401773346226E+00 b      1441     2     1
  9.8234800018505675E-01 b      1442     2     2
  1.0956257399993208E+00 b      1443     2     3
  2.8241582723389098E+00 b      1444     2     4
 -1.8472198441599608E-01 b      1445     2     5
 -1.3001198790467594E+00 b      1446     2     6
 -3.8082207034175175E+00 b      1447     2     7
 -4.0143917571347636E+00 b      1448     2     8
  3.7518460253886576E-01 b      1449     2     9
 -2.2387564589263707E+00 b      1450     2    10
 -2.7173443286127191E-01 a      1451     2     1     3     1
  2.1929635649051287E+00 a      1452     2     2     3     1
 -2.9573445668182491E-01 a      1453     2     3     3     1
 -6.7872219596708208E+00 a      1454     2     4     3     1
  8.4799816867747746E-01 a      1455     2     5     3     1
 -1.5391311492905821E+00 a      1456     2     6     3     1
 -9.3647935085248224E-01 a      1457     2     7     3     1
 -4.4294932172631141E+00 a      1458     2     8     3     1
 -1.8090779992556536E+00 a      1459     2     9     3     1
 -9.9092219483443134E-01 a      1460     2    10     3     1
  3.4713345784497092E+00 b      1461     3     1
